,authors,citation_count,article_count
5184,"Koufopoulou, C",2,1
6711,"Montagner, J",2,1
5121,"Kondylakis, H",2,3
8836,"Schmeer, R",2,2
8097,"Raiez, F",2,1
6714,"Montefiori, M",2,1
8844,"Schmidt, R",2,7
6717,"Monteiro-Soares, M",2,1
5141,"Koppel, R",2,1
8859,"Schneider, B",2,4
6726,"Mooser, F",2,1
337,"Antolík, J",2,1
924,"Bilic-Zulle, L",2,1
5630,"Legaz-García, M",2,4
2070,"Daniyal, A",2,1
2864,"Ferrer, M",2,1
3024,"Frangella, J",2,2
2236,"Derville, A",2,1
10550,"Vuillaume, D",2,1
1544,"Carlevaro, A",2,1
3416,"Giorgi, R",2,2
1617,"Cenderello, G",2,1
2580,"Ehlers, S",2,1
1855,"Coenen, A",2,2
2353,"Djanatliev, A",2,2
10089,"Trmal, J",2,1
10551,"Vuillez, J",2,1
9732,"Søgaard, M",2,1
2241,"Desgrippes, F",2,1
1548,"Carmona, M",2,1
9765,"Talburt, J",2,1
2448,"Du, X",2,1
2243,"Desille, M",2,1
2035,"Dahlström, O",2,1
3236,"Garg, S",2,1
3254,"Gaspersic, J",2,1
2845,"Fernández, F",2,1
2208,"Demongeot, J",2,1
2235,"Dersch, D",2,1
1696,"Cheah, Y",2,6
2929,"Fischer, U",2,3
10461,"Vilalta, J",2,1
10275,"Valls, A",2,1
1882,"Concaro, S",2,1
3028,"Frank, M",2,1
9941,"Thyberg, I",2,1
10548,"Vuattolo, O",2,2
10277,"Valverde, I",2,1
2931,"Fisterer, B",2,1
10392,"Venturini, A",2,1
3516,"González Bernaldo de Quirós, F",2,2
2157,"Decker, K",2,1
10140,"Tu, M",2,1
9945,"Tiblom Ehrsson, Y",2,2
3520,"González, J",2,1
3522,"González, Z",2,1
10182,"Tyllinen, M",2,1
9831,"Teelucksingh, S",2,1
1781,"Christensen, B",2,2
10027,"Torrens, M",2,1
3219,"Garcia-Pacheco, J",2,1
2571,"Egger, K",2,1
2455,"Dubos, F",2,1
10340,"Varoutas, P",2,1
2112,"De Boer, J",2,1
10599,"Walton, L",2,1
9960,"Tilve Álvarez, C",2,1
3108,"Funkner, A",2,2
2306,"Diepen, S",2,1
10181,"Tylleskär, T",2,1
10390,"Venters, G",2,2
2808,"Feddema, A",2,2
3015,"Franchi, G",2,2
9622,"Subendran, S",2,1
3209,"Garcez, A",2,2
10484,"Virkanen, H",2,2
10077,"Trichet, F",2,1
9621,"Subbian, V",2,1
1727,"Chiaramello, E",2,1
2308,"Diesch, K",2,1
2452,"Dubiel, J",2,2
10005,"Tommasi, T",2,1
2358,"Dobravolskas, E",2,1
3539,"Gormalley, U",2,1
3223,"García, G",2,1
2575,"Egli, A",2,1
2669,"Engelmann, U",2,1
3221,"Garcia-Reyne, A",2,1
2508,"Dusenne, M",2,1
9829,"Teasdale, S",2,1
10454,"Vigl, K",2,1
2705,"Esdar, M",2,5
1773,"Chorianopoulou, A",2,1
2823,"Fenoglio, D",2,1
2536,"Díaz Maffini, M",2,1
3546,"Gossey, J",2,1
9625,"Sucharda, P",2,1
2573,"Eggerth, A",2,1
3462,"Godel, D",2,1
10263,"Valentinavicius, A",2,1
9938,"Thurler, G",2,4
3312,"Genty, C",2,1
3039,"Fraser, H",2,2
2219,"Denglos, S",2,1
9749,"Taggart, J",2,1
1693,"Chauvet, R",2,1
2625,"El-Zein, Y",2,1
10368,"Vedvik, E",2,2
3451,"Glässl, A",2,1
10156,"Turbé, H",2,5
2591,"Eichner, T",2,1
2882,"Fiedler, F",2,1
3263,"Gatzounas, D",2,1
1868,"Cole, C",2,1
2880,"Fick, P",2,2
2137,"De Momi, I",2,1
3486,"Golebiewski, M",2,1
2147,"De Smedt, A",2,1
3279,"Gebel, R",2,1
10546,"Vromen, T",2,1
2543,ESGCIP (Critically III Patients Study Group of the European Society of Clinical Microbiology and Infectious Diseases),2,1
9852,"Tensen, E",2,3
10191,"Tzigounis, V",2,1
2225,"Denzler, J",2,2
2897,"Filaci, G",2,1
2893,"Fifelski, C",2,1
1998,"Cukovic, S",2,1
3466,"Goebel, G",2,5
10091,"Troglio, A",2,3
10467,"Villalba, E",2,1
3047,"Freire, S",2,1
10237,"Uslu, E",2,1
10029,"Torres, J",2,1
10468,"Villamil, C",2,1
10028,"Torrens, P",2,1
3473,"Goldberg, E",2,1
3286,"Gegier, K",2,1
2546,"Eberl, I",2,4
2896,"Fijten, R",2,2
3477,"Golden, I",2,1
2224,"Dentler, K",2,2
2421,"Draeger, C",2,1
10408,"Vering, T",2,1
3447,"Gligorov, J",2,2
9929,"Thompson, J",2,1
2212,"Demuro, P",2,1
3503,"Gong, D",2,1
2923,"Fischer, B",2,1
10072,"Treuherz, A",2,1
3505,"Gonnermann, A",2,1
1679,"Chatterjee, M",2,1
2924,"Fischer, F",2,2
1678,"Chatterjee, A",2,1
2043,"Dalle Carbonare, S",2,2
2045,"Dalleur, O",2,1
1830,"Clark, R",2,1
1831,"Clarke, L",2,1
3032,"Franklin, B",2,2
9737,"Sümer, Ö",2,1
2725,"Eter, N",2,3
1673,"Charvill, J",2,1
9755,"Taillard, J",2,2
3075,"Froelicher, D",2,1
2863,"Ferreira-Santos, D",2,1
10186,"Tytgat, K",2,1
2411,"Dourado, D",2,1
10576,"Wakholi, P",2,1
2906,"Findlay, G",2,1
2627,"Elamrousy, S",2,1
2331,"Ding, S",2,1
1599,"Cauterman, M",2,1
10149,"Tumwesigye, N",2,1
9742,"Tabasaranskiy, T",2,1
2136,"De Meyer, F",2,1
3494,"Gomes, P",2,1
10098,"Troncoso, C",2,1
3037,"Franz, P",2,1
2042,"Dalianis, H",2,3
3271,"Gauthier, P",2,1
3498,"Gomez-Ciriza, G",2,1
1532,"Cardillo, E",2,1
10471,"Villumsen, M",2,1
1598,"Caucheteur, D",2,1
2712,"Essay, P",2,1
2568,"Egelseer-Bründl, T",2,1
2947,"Flier, F",2,1
10516,"Voigt, W",2,1
9599,"Stuart-Buttle, C",2,1
1839,"Clement, G",2,2
1838,"Clement, B",2,1
2088,"Daskalakis, S",2,2
2976,"Fors, U",2,1
10062,"Traver, V",2,2
2294,"Diaz, C",2,3
1474,"Calix, R",2,1
2998,"Foulquié, P",2,1
2108,"Day, R",2,1
2555,"Eckert, P",2,1
3187,"Ganapathy, N",2,12
9983,"Toftdahl, A",2,1
3598,"Grattan, K",2,1
10174,"Tusch, G",2,3
2026,"Da Silva, M",2,1
2527,"Dziadek, J",2,1
10518,"Volk, G",2,1
1795,"Chung, D",2,1
9882,"Tharian, B",2,1
1655,"Chang, P",2,1
10493,"Vishnyakova, D",2,3
3123,"Fuxreiter, T",2,1
10331,"Varga, G",2,1
2973,"Forkert, N",2,3
1916,"Cortesi, M",2,1
9813,"Taupin, P",2,1
9607,"Sturm, J",2,1
3381,"Gierl, L",2,7
10045,"Toussaint, Y",2,1
3134,"Füssle, R",2,1
1569,"Casetta, A",2,1
9977,"Tobman, M",2,3
1570,"Casey, A",2,1
10423,"Verst, H",2,2
10431,"Vettoretti, S",2,1
1475,"Callanan, I",2,1
3600,"Graubner, B",2,2
2733,"Ewers, R",2,1
2259,"Dettori, S",2,2
1466,"Calandra, T",2,1
9716,"Sziegoleit, A",2,1
1717,"Cheriff, A",2,1
3624,"Griebel, H",2,1
2693,"Ershova, O",2,1
1835,"Claveau, V",2,2
10490,"Viscoli, C",2,1
9796,"Tapuria, A",2,6
3358,"Ghionea, I",2,1
10216,"Ulgu, M",2,1
2485,"Duneld, M",2,1
2182,"Del Zotto, M",2,1
2372,"Dolin, B",2,1
1464,"Calafiore, M",2,3
1578,"Cassola, G",2,1
2283,"Di Meco, G",2,2
3163,"Gale, C",2,1
3174,"Gallucci, M",2,1
3176,"Galopin, A",2,3
10424,"Verykios, V",2,6
10438,"Viana-Ferreira, C",2,1
3144,"Gabriel, A",2,2
10329,"Varela, C",2,1
3606,"Gray, K",2,2
10561,"Vörös, T",2,1
10324,"Vanmeerbeek, M",2,1
1803,"Ciccarese, P",2,1
9803,"Tarousi, M",2,1
2659,"Enders, F",2,1
3620,"Greub, G",2,1
10213,"Ugon, A",2,10
2690,"Ernstberger, A",2,1
2375,"Domb, S",2,1
10126,"Tsimerman, Y",2,3
2276,"Dhombres, F",2,3
3153,"Gagnon, M",2,2
2279,"Di Biagio, A",2,2
2190,"Delerue, D",2,3
2717,"Estacio-Moreno, A",2,1
3115,"Furst, F",2,1
10228,"Unberath, P",2,1
10345,"Vasilakakis, M",2,2
1948,"Cozzi, E",2,1
3008,"Frade, S",2,1
3202,"Gantner-Bär, M",2,2
9724,"Sára, R",2,1
1872,"Collins, T",2,2
10130,"Tsohou, A",2,1
2790,"Fasola, G",2,1
2963,"Fogarty, L",2,1
2256,"Dessie Gashu, K",2,1
3569,"Gozlan, R",2,2
2253,"Després, P",2,1
3393,"Gil, M",2,1
2010,"Curran, J",2,1
9822,"Taylor, P",2,2
1987,"Cruz-Rojo, J",2,1
10601,"Walz, M",2,1
9967,"Timpka, T",2,1
2800,"Favre, M",2,4
3114,"Fursse, J",2,1
9966,"Timpel, P",2,1
2685,"Ericsson, E",2,1
1832,"Clarke, M",2,5
2107,"Day, K",2,1
1707,"Chen, T",2,4
3014,"Francescato, M",2,1
2194,"Deljkovic, S",2,1
3113,"Furrer, H",2,1
2804,"Fazekas, C",2,1
3164,"Galeazzi, E",2,2
9725,"Säring, D",2,3
1481,"Calvier, F",2,2
1702,"Chen, D",2,1
907,"Bickmann, L",1,4
884,"Beutter, C",1,2
926,"Bilić-Zulle, L",1,1
2683,"Erfurt-Berge, C",1,2
10856,"Wölfle, R",1,1
5265,"Kristensen, M",1,2
10109,"Truskaller, T",1,2
8782,"Schaer, R",1,1
928,"Bill, O",1,1
5281,"Krug, M",1,1
5213,"Kozich, V",1,1
237,"Alvarez-Rosero, R",1,1
5264,"Kristensen, I",1,1
11187,"de Semir, M",1,1
267,"Amsallem, E",1,1
5197,"Koutkia, V",1,1
11011,"Zarbock, A",1,2
6882,"Müllerleile, K",1,1
6884,"Münch, U",1,1
2341,"Dissemond, J",1,2
6885,"Münchau, A",1,1
6532,"Mertes, S",1,1
6907,"Nair, H",1,1
10188,"Tzavaras, A",1,3
931,"Biloborodov, O",1,1
266,"Amr, A",1,1
7979,"Psarros, F",1,1
259,"Amitrano, F",1,2
8864,"Schnell, O",1,1
8815,"Schindelwig, K",1,1
5207,"Kovatchev, P",1,1
6913,"Nakamura, T",1,1
2992,"Foth, K",1,1
398,"Artemova, S",1,1
2993,"Fotiadis, D",1,1
5273,"Krokos, M",1,2
8870,"Schoenthaler, M",1,3
6514,"Mercille, R",1,1
9869,"Tessmann, S",1,1
10427,"Veselý, A",1,1
5204,"Kovacic, L",1,2
594,"Barbier, E",1,1
2339,"Diplaris, S",1,1
8781,"Schaefer, J",1,2
1692,"Chautemps, L",1,1
5203,"Kovachev, P",1,1
8776,"Schaarup, C",1,3
10496,"Vissers, M",1,1
8004,"Purves, I",1,2
5115,"Komulainen, J",1,2
8181,"Reaume, G",1,1
5268,"Kristiansen, M",1,1
3012,"France, F",1,3
8865,"Schnell, R",1,1
906,"Bickenbach, J",1,2
6915,"Nakao, A",1,3
11014,"Zarubina, T",1,2
6962,"Ndiaye, M",1,1
5278,"Kropf, J",1,2
2343,"Dittrich, F",1,1
8009,"Pusztová, L",1,1
6524,"Merle, G",1,1
10184,"Tyrer, H",1,1
9862,"Terreni, S",1,1
8825,"Schlebusch, F",1,1
1955,"Creighton, A",1,1
1711,"Chen, Z",1,2
5244,"Krebs, J",1,1
8008,"Pustozerov, E",1,2
5225,"Kraecher, F",1,1
6925,"Namdar, M",1,2
5163,"Koski, A",1,1
8409,"Rogers, P",1,1
8840,"Schmidbauer, L",1,1
6939,"Naro, D",1,4
5159,"Kosche, P",1,1
916,"Bigeard, É",1,1
10494,"Vishnykova, D",1,1
11179,"de Manuel, E",1,1
6030,"Maas, J",1,2
5185,"Koulaouzidis, G",1,1
5240,"Krause, P",1,1
6042,"Macdonald, L",1,2
250,"Ambrosiadou, B",1,2
912,"Bietenbeck, A",1,1
6530,"Mertens, C",1,1
11170,"de Grooth, H",1,1
6043,"Macedo Pinho Rötzsch, J",1,1
5170,"Kosugi, A",1,1
265,"Amorese, M",1,1
252,"Ameen, S",1,2
10180,"Tyler, E",1,2
10107,"Trummer, B",1,1
1710,"Chen, Y",1,3
1958,"Crescioni, M",1,1
5227,"Krahn, T",1,1
2362,"Dobrokhotov, P",1,1
2688,"Eriksson, S",1,1
902,"Bianca, D",1,1
6951,"Natarajan, R",1,1
10353,"Vasseur, F",1,1
8420,"Rohwer-Mensching, K",1,1
2512,"Dusserre, P",1,1
6919,"Nakayama, M",1,5
8855,"Schnabel, M",1,2
892,"Beygui, R",1,2
5142,"Koptient, A",1,2
2514,"Dutra Mediano Dias, R",1,1
8830,"Schlicht, R",1,1
6918,"Nakashima, N",1,2
2370,"Doi, S",1,1
5255,"Krenzer, A",1,1
11181,"de Matos Lima, S",1,2
10859,"Würflinger, T",1,1
11182,"de Mul, M",1,1
6517,"Meredith, J",1,2
5251,"Kremenetskaya, O",1,1
10354,"Vasseur, J",1,1
8843,"Schmidt, L",1,2
5148,"Korman, A",1,1
7997,"Pupella, V",1,1
8177,"Razavi, A",1,2
244,"Amantea, I",1,1
2359,"Dobre, I",1,5
8846,"Schmidt, V",1,1
3009,"Fragoso Peret Antunes, J",1,1
5189,"Koumar, Y",1,1
8847,"Schmidt-Richberg, A",1,1
6891,"Nabiyev, V",1,1
6048,"Mach, N",1,1
6942,"Narra, L",1,1
5190,"Kouremenou, E",1,1
903,"Biancardi, A",1,2
8820,"Schirrmeister, W",1,1
5192,"Kouris, I",1,1
6893,"Naccarato, M",1,1
2316,"Dietter, J",1,1
2338,"Diou, C",1,1
3130,"Földi, Z",1,1
4933,"Kiefer, R",1,1
10825,"Worden, R",1,1
7046,"Nicolàs, J",1,1
7047,"Nicora, G",1,1
10208,"Udsen, F",1,2
8969,"Sechidis, K",1,1
3118,"Furuya, H",1,1
6100,"Maier, M",1,1
6501,"Menges, T",1,1
1656,"Chanoine, S",1,1
2664,"Engel, K",1,4
995,"Blinn, N",1,1
4917,"Khadem Ghaebi, N",1,1
9818,"Tayaben, J",1,1
999,"Block, L",1,1
4914,"Ketikidis, P",1,2
4913,"Kesztyüs, T",1,2
1000,"Blockeel, H",1,1
3122,"Fusiello, S",1,1
10396,"Verdel, H",1,1
7931,"Prgomet, M",1,3
1001,"Blockx, I",1,1
2663,"Engel, J",1,1
6498,"Meneton, P",1,1
4904,"Kerr, D",1,1
7057,"Nielsen, N",1,1
2296,"Dickhaus, H",1,3
2666,"Engelbrecht, R",1,4
4937,"Kigyosi, A",1,2
4938,"Kikuchi, K",1,2
3105,"Fukuyama, M",1,1
6094,"Mahmut, E",1,2
4969,"Kirchner, G",1,1
4968,"Kircher, J",1,1
2309,"Dieterich, C",1,2
978,"Blanes-Selva, V",1,2
3101,"Fujita, S",1,1
979,"Blaschke, S",1,1
3102,"Fukuda, K",1,1
9827,"Tchuente, J",1,1
1971,"Croitoriu, M",1,2
8955,"Schüll, H",1,1
9826,"Tchounikine, A",1,1
4956,"Kim, Y",1,4
2303,"Diedrich, T",1,1
10037,"Toth, V",1,1
4953,"Kim, M",1,4
3109,"Furlanis, G",1,1
984,"Blatier, J",1,1
4949,"Kim, H",1,4
4948,"Kim, G",1,1
4947,"Kim, E",1,2
10207,"Udrescu, M",1,1
573,"Banhart, F",1,1
4944,"Kim, B",1,1
2667,"Engelhardt, A",1,1
8961,"Scott Duncan, T",1,2
4900,"Kerkovits, G",1,1
2523,"Dynowski, M",1,1
8948,"Schöbel, M",1,1
8982,"Seferovic, P",1,1
4858,"Kavanagh, É",1,1
7918,"Preciado-Marquez, D",1,1
7077,"Nikolaidou, M",1,1
7915,"Prazeres Moreira, T",1,1
8373,"Robu, N",1,2
8999,"Seitz, M",1,1
11209,"van Berleere, M",1,1
7082,"Nikou, G",1,1
6120,"Maksimovic, R",1,1
193,"Alhuwail, D",1,1
10214,"Ukkola, J",1,1
1018,"Bock, C",1,1
9003,"Seland, G",1,1
7911,"Prados-Suarez, B",1,2
7089,"Niruntasuk, N",1,1
1834,"Clausen, S",1,1
11030,"Zeis, D",1,1
9007,"Sellemann, B",1,3
9008,"Selnes, M",1,1
4834,"Katharaki, M",1,1
7092,"Nishikitani, M",1,2
10811,"Wong, A",1,1
7908,"Pradervand, S",1,1
7094,"Niss, K",1,1
1646,"Chamson, M",1,1
1025,"Boden, K",1,1
4825,"Kaspar, M",1,2
4859,"Kaveh, F",1,1
4861,"Kawohl, C",1,1
6117,"Makowski, K",1,1
6112,"Makaram, N",1,3
2662,"Engel, C",1,2
10517,"Volij, C",1,1
1004,"Blom, S",1,1
1007,"Bludßat, K",1,1
3136,GCKD Investigators,1,1
4889,"Kennedy, J",1,1
566,"Banaye Yazdipour, A",1,2
9809,"Tatagiba, M",1,1
7062,"Nieminen, M",1,1
10211,"Ueffing, M",1,1
408,"Arzi, M",1,1
4882,"Kemmling, A",1,1
1012,"Bo, M",1,1
9804,"Tarver, D",1,1
1652,"Chang, C",1,1
4875,"Keen, J",1,1
9807,"Tasneem, R",1,1
1651,"Chandrinou, A",1,1
1833,"Claudot, F",1,1
4871,"Kazlouski, A",1,1
10039,"Toumpaniaris, P",1,1
1977,"Cruanes, J",1,1
6116,"Maknickas, R",1,1
4866,"Kayali, F",1,1
1979,"Crudele, M",1,3
4864,"Kaya, H",1,1
10206,"Udalov, Y",1,1
8947,"Schäffner, E",1,1
9856,"Teramoto, K",1,4
6075,"Maes, I",1,1
6985,"Neoh, S",1,1
10851,"Wächter, W",1,4
6986,"Nesek-Madjaric, V",1,1
10850,"Wyres, K",1,1
5067,"Kohane, I",1,1
945,"Bird, L",1,1
3061,"Frid, A",1,1
8901,"Schueler, K",1,2
1828,"Clapworthy, G",1,2
5062,"Koehn, M",1,2
404,"Arunganesh, K",1,1
7963,"Protti, D",1,1
10034,"Tossavainen, T",1,4
5058,"Kock, I",1,1
948,"Birkmann, C",1,1
6508,"Menychtas, A",1,5
2329,"Dinca-Panaitescu, S",1,1
6507,"Menu, H",1,1
8906,"Schuld, C",1,1
6073,"Madè, A",1,1
10846,"Wuyts, R",1,1
6996,"Neuber, K",1,1
2373,"Dolog, P",1,1
5049,"Koca, M",1,2
5048,"Kobrinskii, B",1,1
6074,"Maeder, A",1,3
5046,"Kobayashi, M",1,1
8898,"Schubert, I",1,1
10351,"Vasilyeva, I",1,1
8896,"Schröder, D",1,1
7972,"Prunotto, A",1,2
6967,"Neame, R",1,1
8401,"Roeder, N",1,1
3046,"Freimuth, R",1,1
5104,"Kolousek, G",1,1
5102,"Kolokytha, S",1,1
10190,"Tzelves, L",1,2
2516,"Dutton, D",1,1
582,"Barac'h, V",1,1
932,"Biloborodova, T",1,3
3049,"Freixa, A",1,1
10030,"Torres, V",1,1
3050,"Frenzel, T",1,1
3055,"Freundler, N",1,1
6067,"Madjaric, M",1,2
934,"Bindel, M",1,2
5088,"Kol, Y",1,1
1827,"Clamp, S",1,1
403,"Arun Kumar, S",1,1
5085,"Kokkinos, D",1,1
10192,"Tzitzikas, J",1,1
936,"Bindels, R",1,2
7969,"Pruinelli, L",1,1
6066,"Madiot, P",1,1
5079,"Koivumäki, M",1,1
8894,"Schroeter, N",1,1
11190,"de Vlieger, P",1,1
11193,"de la Cruz, E",1,1
3066,"Friedlander, L",1,1
8946,"Schäfer, M",1,2
6506,"Mentré, F",1,1
2670,"Engelsma, T",1,7
3084,"Frydén, A",1,1
1668,"Charles, H",1,1
968,"Blackledge, E",1,1
1969,"Crişan-Vida, M",1,4
7022,"Ngugi, P",1,1
970,"Blagec, K",1,1
9835,"Tegtbur, U",1,2
10105,"Trudslev, M",1,1
971,"Blagosklonova, E",1,1
6090,"Mahler, C",1,1
11199,"le Bihan-Benjamin, C",1,2
8937,"Schweig, M",1,1
4991,"Klamt, A",1,1
2312,"Dietrich, G",1,1
4989,"Klados, M",1,1
8939,"Schweitzer, M",1,4
8940,"Schweizer, S",1,2
3095,"Fuge, I",1,1
975,"Blanchard, A",1,3
4983,"Kitsuregawa, M",1,1
6091,"Mahmoud, A",1,1
2520,"Dušek, L",1,1
1664,"Charalampidou, M",1,1
11201,"le Mignot, L",1,2
4977,"Kis, M",1,2
7031,"Nibber, R",1,1
6087,"Magoev, K",1,1
10509,"Vogel, S",1,4
1671,"Charon, C",1,2
6080,"Maggi, N",1,3
8914,"Schultze, F",1,1
7002,"Neumann, V",1,1
10198,"Török, Z",1,1
8919,"Schumacher, S",1,1
10508,"Vogel, M",1,1
8920,"Schummer, G",1,1
5029,"Knecht, S",1,1
2323,"Dimitriu, R",1,5
10840,"Wuillemin, P",1,2
10394,"Verbuecheln, R",1,1
7954,"Prodan, L",1,1
10349,"Vasilonikolidakis, N",1,2
6081,"Maglaris, B",1,1
2557,"Eder, E",1,1
5021,"Knabben, V",1,1
1672,"Charriere, K",1,1
6082,"Maglavera, S",1,6
575,"Bankava, A",1,1
5017,"Klocker, H",1,1
5016,"Klitzing, H",1,1
6084,"Maglogiannis, I",1,5
7015,"Ng, E",1,1
7016,"Ng, X",1,1
10036,"Toth, H",1,1
8931,"Schwarz, D",1,2
5009,"Klempnauer, J",1,1
10489,"Virányi, V",1,1
6839,"Murphy, J",1,2
8773,"Schaaf, J",1,2
5927,"Low, D",1,1
8580,"Růzicka, M",1,1
6685,"Mohapatra, S",1,1
5934,"Lu, W",1,1
8582,"Sa, J",1,1
2729,"Evelson, L",1,1
2826,"Fenz, S",1,1
6688,"Moirogiorgou, K",1,1
2828,"Ferguson, E",1,1
8161,"Ratti, M",1,1
5937,"Lucchetti, G",1,1
625,"Barthel, C",1,1
2728,"Evans, M",1,2
5686,"Leroy, J",1,2
9954,"Tika, A",1,2
5684,"Lerch, M",1,1
727,"Beers, E",1,1
9953,"Tiik, M",1,1
8590,"Sabatier, P",1,1
6693,"Molina, C",1,3
349,"Antypas, K",1,1
6695,"Molinnus, D",1,2
5677,"Leodolter, W",1,2
729,"Begic Fazlic, L",1,3
2449,"Dua, E",1,1
347,"Antunes, L",1,2
5673,"Lennon, H",1,1
5672,"Lenne, C",1,1
2447,"Drăgan, S",1,1
2836,"Fernandez Luque, L",1,1
8578,"Røstad, L",1,2
8576,"Rövekamp, T",1,1
6682,"Mohammadi, F",1,2
2811,"Fehler, G",1,1
8559,"Rydenman, K",1,1
2805,"Fazi, P",1,1
1926,"Costaridis, N",1,1
5928,"Lowe-Strong, A",1,1
2458,"Duché, L",1,1
10958,"Yu, K",1,1
700,"Baños, J",1,1
701,"Beach, M",1,1
8114,"Rakopoulou, Z",1,1
5929,"Lowitsch, V",1,1
2809,"Fegan, M",1,1
704,"Bechdolf, A",1,1
8112,"Rajput, V",1,3
6671,"Moehr, J",1,2
8110,"Rajoura, O",1,1
10134,"Tsouskas, L",1,1
1777,"Choy, C",1,1
711,"Becker, K",1,1
8568,"Rîpanu, A",1,1
6673,"Moelleken, M",1,2
8464,"Rosenbeck, K",1,1
6675,"Moen, H",1,3
5932,"Lu, M",1,2
10135,"Tsuda, T",1,1
2819,"Feng, C",1,1
6679,"Mogård, H",1,1
8111,"Rajput, A",1,3
10452,"Vieyra, P",1,1
10138,"Tsuru, S",1,5
5667,"Lenarz, T",1,1
2840,"Fernandez-Llatas, C",1,1
10936,"Yilmaz, G",1,1
9939,"Thurmayr, R",1,2
8098,"Raimbault, M",1,1
8611,"Sageder, B",1,1
5621,"Leeming, G",1,3
5620,"Lee, Y",1,6
8613,"Saiag, E",1,1
10142,"Tubert-Bitter, P",1,1
1760,"Choi, H",1,1
11133,"Zunino, S",1,1
10144,"Tudor, A",1,2
8456,"Rosati, S",1,5
5610,"Lee, D",1,2
1931,"Cotten, M",1,1
10462,"Vilar, R",1,1
10941,"Yokota, F",1,2
6721,"Monteverde, M",1,1
5605,"Lecroq, T",1,2
8455,"Rosat, N",1,1
8092,"Rahimi, S",1,1
6724,"Mooiweer, P",1,1
759,"Beltoft, I",1,1
6569,"Michalowski, L",1,1
5599,"Lebre, R",1,2
8626,"Sakji, S",1,2
1932,"Cottenet, J",1,1
5595,"Lebel, D",1,1
10934,"Yilmaz, A",1,1
5592,"Lea, N",1,3
9940,"Thurow, K",1,1
5946,"Luic, L",1,2
5665,"Lemoine, D",1,2
2727,"Etminani, K",1,6
730,"Beguin, C",1,1
731,"Begun, A",1,1
624,"Barth, C",1,1
5659,"Lemaitre, D",1,1
344,"Antons, R",1,1
5657,"Lekka, I",1,1
8601,"Sadeghi, S",1,2
5655,"Leitritz, M",1,1
1,ADLIFE Consortium,1,1
10455,"Vignetti, M",1,1
5652,"Leite, M",1,1
8602,"Sadeh, Z",1,1
1769,"Choo, H",1,2
1768,"Chong, Y",1,1
10460,"Vikström, A",1,1
5646,"Leichtle, A",1,1
8100,"Raine, R",1,1
10456,"Vihinen, M",1,1
737,"Beisiegel, T",1,1
8460,"Rose, T",1,1
10944,"Yoo, S",1,3
11132,"Zuker, A",1,1
5637,"Lehner, Z",1,1
743,"Belardelli, F",1,1
10942,"Yong, Q",1,1
2726,"Eterno, J",1,1
9581,"Strathmann, B",1,1
5632,"Lehmann, H",1,1
5741,"Liaros, A",1,1
697,"Bazavan, M",1,6
5588,"Le Teuff, G",1,1
9965,"Timonen, J",1,1
2755,"Faithfull, S",1,2
6611,"Milicevic, O",1,1
5851,"Lo, Y",1,1
8508,"Roy, P",1,1
10121,"Tschopp, M",1,1
5848,"Lloret, E",1,1
1804,"Ciccariello, C",1,1
9989,"Tokumasu, R",1,1
5844,"Ljosland Bakke, S",1,1
6613,"Milin-Lazovic, J",1,1
10000,"Tomczak, A",1,1
8142,"Rantz, M",1,1
2761,"Falelakis, M",1,1
6618,"Miller, P",1,1
8513,"Rubartelli, P",1,1
2479,"Dujat, C",1,1
1802,"Ciabattoni, A",1,1
8514,"Rubel, P",1,2
2765,"Falkman, G",1,7
8160,"Rattanabumrung, C",1,1
6580,"Michielin, O",1,1
8476,"Rossi Mori, A",1,2
8515,"Rubin, K",1,1
2767,"Falls, Z",1,3
10440,"Vibert, J",1,2
664,"Baudic, F",1,1
5822,"Listl, S",1,2
6625,"Milovanovic, D",1,1
638,"Baskaya, M",1,1
6610,"Milic, N",1,1
8145,"Raposo, G",1,1
8148,"Raps, H",1,1
5875,"Lombardo, C",1,1
5890,"Lopez Osornio, A",1,2
8486,"Rosón, B",1,1
6591,"Miettinen, S",1,1
6592,"Mihaicuta, S",1,1
374,"Argyropoulou, P",1,1
2486,"Dunham, J",1,1
2740,"Ezendam, N",1,1
5883,"Loos, B",1,1
9999,"Tombolini, G",1,2
5880,"Long, A",1,1
6596,"Miils, E",1,1
2742,"Faba, G",1,1
642,"Bassi, G",1,1
5874,"Lokala, U",1,1
8482,"Rossiter, J",1,2
8152,"Rasmussen, A",1,1
9995,"Tolxdorff, T",1,1
648,"Bastião, L",1,1
8150,"Rashid, F",1,1
2747,"Fabry, P",1,3
5867,"Lohmann, R",1,1
5897,"Lopéz, D",1,1
5865,"Logaras, E",1,4
10434,"Veuthey, A",1,2
6604,"Miladinović, A",1,1
8500,"Rousselet, L",1,1
9994,"Tolentino, H",1,1
654,"Batiani, P",1,1
636,"Baselga, B",1,1
11120,"Zowalla, R",1,1
2732,"Evrard, F",1,1
2791,"Fasquelle-Lopez, J",1,1
10969,"Yusoff, Z",1,1
8542,"Ruotsalainen, U",1,2
6648,"Mirzaei, J",1,1
5775,"Liman, L",1,1
8543,"Rupp, R",1,2
380,"Arkhipov, I",1,1
10378,"Veldhuis, A",1,1
1920,"Cosolito Vitale, A",1,1
5770,"Lim, E",1,1
10444,"Vida, M",1,1
8468,"Roshanpoor, A",1,1
